name,content
【法拉盛|官府川菜|GuanFuChuanCai】日销200磅麻小买1送一！还有火爆全网“牛奶酸菜鱼”！周末来放纵呀,"['人们对于吃这方面一直都勇于尝试西瓜炒肉、红烧汤圆、哈密瓜炒苦瓜玉米炒葡萄、泡椒芒果光是看着这些名字都觉得好可怕第一次听说奶酸菜鱼的时候我的内心OS：又是什么新型黑暗料理？尝过之后不禁感叹这是什么人间美味！', '前段时间登上微博热搜并霸屏已久的“牛奶酸菜鱼”来纽约啦！而且这里全纽约独家错过一定会后悔！！！', '还有蒜香/秘制小龙虾买一送一哦$23吃三磅麻小来这过把瘾！让你一次吃到爽除了两款招牌这些经典川菜也绝不会踩雷官府肘子、红油抄手、歌乐山辣子鸡夫妻肺片、极品毛血旺、特制冰粉名厨掌勺 口味有保障现在还开放了户外堂食哦快来摆龙门阵', '官府川菜 Guan Fu Chuan Cai', '推荐程度：****人均：$20-40地址：Unit G01, 39-16 Prince St, Flushing, NY 11354外卖时间：每天11:30AM 开始 周末 10:30AM外卖方式：各超大外卖平台下单配送区域：Queens/Manhattan/Brooklyn大部分区域', 'Chowbus 外卖配送纽约地区+远距离送餐NJ地区（Jersey City/Hoboken/Harison)', 'F.O.D 饭团外卖\xa0APP', '远距离配送合作 （长岛/NJ地区）', '法拉盛七号线下车后步行约2-3分钟就到，富顿广场一楼，从Prince St进入更容易找到。现在还开放了小部分户外用餐席位，先到先得哦！', '即日起为期两周6/26/20–7/10/20小龙虾买1送1赶紧抓住龙虾季的尾巴和朋友们来一场龙虾PARTY吧~', '随时随地查询更多美食信息']"
【法拉盛|Yoi Sushi 良寿司】最受宠日料店回归！$1寿司鱼生不限量,"['纽约人缘最好的平价日料小店正式复工！外卖/自取都可吸粉无数的“超大号鳗鱼饭”+$1/个寿司鱼生不限时不限量全部高调回归！', '你有多久没吃日料啦?', '还有 $12.95 狂吃 6 道菜的纽约最豪午餐套餐之前堂食 only, 现在也可以直送到你家哦！还有超多豪华 PARTY TRAY + 热腾腾日拉全部后厨工作人员全副武装, 安心操作老板兼职外卖小哥，亲自上阵打造纽约首家最安心便民日料专送！这么给力的价格！还能折上折+有福利？！老板还真是没变~', 'Yoi Sushi 良寿司', '推荐程度：****人均: $10-25地址: 133-22 39th Ave Flushing, NY 11354电话: (718) 886-8122营业时间: Mon-Sundays: 10:30AM-8:30PM外卖方式: 电话点单 ONLY扫码可咨询(不接受点餐哦）配送范围：请电话询问（根据每天繁忙程度）', '地图粉专属福利券到！', 'I. 疫情期间所有外卖或自取都可享满$25即可10% off满$75即可15% off满$150即可20% off', 'II.外卖或自取满$35即可无限量点单$1系列', '以上福利不能同时使用(现金only)福利2仅限非常时期无堂食模式下', '良从 2017 年开业至今秉承和店名一致的经营理念都是靠着好评和回头客支持选料优，只选当季最优质渔获加州直飞或日本直飞靠的都是老板的好人缘所有食材到货必须进行低温消毒杀菌处理', '日料涉及生冷品类较多对厨房工作人员的要求则更高因此老板做足了准备所有厨房工作人员每天车接车送进操作间前必须先测温-消毒-记录再换上每天高温消毒过的工作服全程带口罩和手套进行工作', '不过配送可能是个问题，寿司鱼生不比一般的加工食物，时长和温度很大程度决定了新鲜度和可食用否，因此老板坚持自己送餐，请电话询问。非法拉盛地区的吃货们只能安排安排到店里自取了？', '注意外卖或自取超过 $35 即可无限量点单 $1 寿司或 sashimi 哦需现金付款', '二十多种寿司种类可做成 sashimi 刺身也可以做成 sushi 手握寿司而且全部 $1/个肥厚细腻的三文鱼刺身清爽饱满的金枪鱼刺身日本直飞的黄尾鱼刺身利落弹牙的北极贝刺身回味无穷的鲈鱼刺身每一种都是一次舌尖的极致享受！', '选择颇多，还有 Inari 豆皮为主的稻荷寿司哦！被腌入香醇酱汁的豆皮肥肥厚厚，比真正的肉还要饱满；吸饱了调味酱汁的豆皮咬一口汁水四溢，浸透了包在里边的寿司醋饭，越咀嚼越入味，越品味越满足！', '注意6道菜品组合而成的超级豪华午餐1份主菜（4选1）炸虾/煎饺/炸烧麦3选13刺身/3寿司2选1龙卷/辣蟹肉卷2选1芒果蟹柳沙拉味噌汤只要$14.95午餐供应时间:一周7天每天到 4PM', '王炸一般的超级豪华午餐除了定食必备的芒果蟹肉沙拉和味增汤，更是升级了烤物/串烧+熟食日料小点+Sushi/Sashimi+Sushi Roll 作为主食选择！', '另外，如果你是更加偏爱热腾腾面食的碳水爱好者，定食中刺身/寿司+Roll可以直接换成一份蔬菜汤乌冬！', '注意6道菜品组合而成的超级豪华午餐1份主菜（3选1）炸虾天妇罗3刺身辣金枪鱼卷芒果蟹柳沙拉味噌汤只要$12.95午餐供应时间:一周7天每天到 4PM', '腌制后的猪排，外皮被炸得金黄酥脆，搭配特调的照烧猪扒酱汁入口却很是松软香甜。', 'Sashimi 和寿司是主厨的每日特选，非常新鲜，片的量也很厚很足。难得的是寿司卷馅料超足，寿司米只是薄薄一层，绝对没有用米饭凑数填胃。', '', '芒果蟹柳沙拉非常清爽可口，酸甜开胃，还撒了鱼籽提鲜。据说黄瓜等食材还换了更好的品种。', '更别提还有这么实打实的炸虾和味增汤！巴掌长的天妇罗炸得恰到好处，面糊不多不少，轻盈蓬松，咬开能看见饱满的虾肉，不腻不吃油，干爽度超赞！', '', '照旧可以换乌冬面哦！', '包括 38 个寿司 +32 个卷，八只手都围不住啊！这份足够四人吃的大 sushi 盘， 只要 $70！相信我，两人以上弄不好一个 TRAY 都不够，你真的馋太久了~', '和 P8 同样的夸张，同样的价格，更多的品种！多人 party 只要点两个 sushi 盘就可以全场包圆了！', 'Yoi Sushi 打遍全纽约无敌手的鳗鱼饭！日本急冻来的鳗鱼烤完后还有近 40 公分长，10 多公分宽，正当时令期，肉质很是肥厚丰盈。鳗鱼入口细嫩无刺，不烤的非常肥嫩多汁，口感很柔软。', '鳗鱼汁是店家自调的，有着浓浓的酱香和咸甜味让鳗鱼周身裹着的浓稠酱汁，在米饭里充分搅拌渗透，再加上海苔和白芝麻提味，咸鲜甜美的味道让人食不停箸，大爱！', '招牌的豚骨拉面', '浓厚的秘制汤头让人一口就爱上~', '浓郁温和的猪骨浓汤和细面的完美搭配！', '面条的筋道刚刚好，选用细面更容易吸附汤汁~', '放入口中的面吃起来顺滑弹牙~', '在豚骨拉面的基础上打造的黑蒜油豚骨拉面~多了秘制黑蒜油使得口味更为独特~', '味噌汤浓香醇美，回甘不尽拉面筋道爽口还有叉烧，溏心蛋等众多配料味噌拉面看着诱人，吃着更香吃完你肯定大呼过瘾！', '辣味增拉面在味增拉面的基础上又加了辣进去，倒入辣酱搅拌开来，红红艳艳的一大碗，看着都是超级满足', '浓香醇厚的汤底，泛着金色油花每一根面条都饱吸高汤PS：所有打包的日拉都会面汤分开，不用担心面会久泡失去口感', '小店位于法拉盛 39 Ave 和 College Point 交界处，比较闹中取静的地方。从7号线 Main Street 下来上 Prince St.，再拐上西边的 39 Ave 就是了。', '本文系地图一线敢死队原创，记录体验当天试吃感受，观点较主观，仅供吃货们参考。但都为实物拍照，如有严重不符，望联系地图君打小报告！', 'I. 疫情期间所有外卖或自取都可享满$25即可10% off满$75即可15% off满$150即可20% off', 'II.外卖或自取满$35即可无限量点单$1系列', '以上福利不能同时使用(现金only)福利2仅限非常时期无堂食模式下', '随时随地查询更多美食信息']"
"【曼哈顿|沐白| I’Milky】半价！从”业界小清新”到”经济适用男”,这家奶茶店到底经历了什么?","['虽然 2020 年是很魔幻的一年，但是炎炎夏日还是说来就来了没带一丝含糊闷在家里好几个月想喝奶茶的心早已呼之欲出', '纽约奶茶界的暖心大白——沐白 I’Milky携手上新的暖绵绵饭团强势回归外卖+自取全部复工！！从小清新转型”经济适用型”赶紧来杯冰爽特饮来个大降温吧', '中城的一家文艺奶茶店凭借茶如其名的优秀品质征服了小编的奶茶胃——如沐春风，如见露白清甜不腻的黑糖珍珠鲜奶珍珠和咖啡也可兼得的黑糖珍珠咖啡牛奶顺滑细腻的 Taro Milk还有夏季清爽必备的草莓鲜奶', '还有萌新的暖心饭团前来报道～香脆的天妇罗虾饭团细腻的吞拿鱼饭团酱香十足的鳗鱼饭团还有超值“巨无霸”Jumbo饭团吃不够还有饭团套餐组合轰炸！！', 'Q 弹爽滑的口感清甜不腻的味道快跟着地图君一起吃吃喝喝起来吧！', '沐白 I’Milky', '推荐程度：****人均：$10-15地址：992 6th Ave, New York, NY 10018电话：(212) 239-6712特殊时期临时营业时间：Mon-Fri 11:30AM–7:30PMSat 12pm–7:30pmWeb: imilkyusa.comIG／FB：imilky.ny.usa已入驻外卖平台Ubereats/Grubhub/Chowbus熊猫外卖/Ricepo加盟热线：[email\xa0protected]or text: 347-495-9691or email: [email\xa0protected]', '外卖平台自取或 walk inUbereats / Grubhub / Chowbus熊猫外卖 / Ricepo', '位于 34 街，乘坐 B、D、F、M、N、Q、R、W 在 34 街下车，步行 2-3 分钟即可到达，超级方便好找。', '地图粉专属福利券到！下周一起为期一个月6/22/2020–7/6/2020', 'I. 地图粉分享此文到PYQ并集赞8即可享任意饮料第二杯半价', 'II. 地图粉分享此文到PYQ并集赞18可享$6.99购买Combo1(3pm-5pm only)', 'III. 地图粉分享此文到PYQ并集赞28,可享$6.99购买Combo1,$7.99购买Combo2(任意时段）', '随时随地查询更多美食信息']"
"【法拉盛|蜀王砂锅 】靠外卖火出天际”小破店”,不只有黄焖鸡这么简单","['今年餐饮服务业之艰难已经超出了你的想象BUT有人却能逆风翻盘靠外卖火了？！', '窝在美食广场小角落的这家砂锅店每天外卖销量连创新高主打黄焖鸡米饭+各式鲜卤砂锅新推出的超值便当配菜套餐量大丰富味道一级棒!', '还有限量限时供应的端午节玫瑰蜜枣粽子法拉盛地区满$30配送纽约/NJ 平台可点单', '蜀王砂锅', '推荐程度：****人均：$6 – $10地址：13335 Roosevelt Ave Ste#19, Flushing, NY, 11354营业时间：Mon-Sun 11am – 7pm电话：(917)- 770-5600扫码可直接点单', '外卖平台入驻：chowbus/熊猫/饭团搜索：”蜀王砂锅”即可', '汤汁拌饭超级赞！配菜的香菇吸汁饱满青红椒带的鲜辣浓郁超级解馋！而且很适合打包回家凉了微波炉一转即可小声说：汤汁不要扔哦！拌面超级赞！有便当和套餐 size 两种哦', '随时随地查询更多美食信息']"
【纽约|食大夫 SDUFF】鲜杨梅上架!小美黑糖珍奶/老虎堂/井村屋当日达,"['今天你吃到杨梅了吗？“望梅止渴”已经不能满足我们躁动的内心了大家寻找杨梅的各种留言小编都有看到在搜罗无数家平台之后发现大家心心念念的杨梅这！里！有！', '夏日总是会有突然想吃冰淇淋的瞬间在家囤点货就显得十分重要可现在这种疫情时期出门采购实在太不安全而且这么热的天冰淇淋在路上也特容易化别慌！食大夫来拯救你了！', '全网最夯的夏日冰品在这里也都能买到今夏爆火的老虎堂黑糖波霸厚雪糕台湾网红冰淇淋小美黑糖珍奶冰棍Q弹软糯的井村屋麻薯系列冰淇淋', '除此之外还有时令水果\\海鲜水产\\火锅专区\\防护用品就连烟火气十足的烧烤这儿都有（震惊！）不仅品类超级全而且配送速度也很快下单当日就能送到家', '所有货品都是专人去各大优质超市采购每日优选新鲜蔬菜肉类海鲜天天低价（妈妈再也不用担心我冒着风险去超市买东西啦）这样的宝藏网站赶紧跟着地图君一起去看看吧', '点击以下查看全文⬇️', '食大夫 SDUFF', '推荐程度：****网上商城网址：https://sduff.com', '或扫描下方二维码直接开始选购', '支持信用卡、paypal、支付宝付款微信支付功能即将上线哦消费满$75免费配送没有到$75也别担心可以在服务范围内的取货点自行取货基本涵盖了所有LIC和曼哈顿的公寓楼有任何问题都可以找小客服哦！', '食大夫是纽约首家本地当日递送的生鲜电商专门为华人提供生鲜食材包括蔬果、肉类、半成品、干货等等优选品质 价格实惠', '生鲜蔬菜\\套餐组合\\零食饮料火锅专区\\美食工坊\\防护保健分类细致 货品众多一时半会看都看不完', '最最新鲜的水果蔬菜生鲜产品童年回忆里的那些经典零食饮料夏日必备的网红冰淇淋们火锅专区、韩国烤肉套餐还有荤素齐全的熟食烧烤分分钟在家来一场超嗨的party', '食大夫的货品都是来自各大优质超市顾客下单后就安排专人前往超市选购食材新鲜实惠 送货高效快捷', '挑选完货品后工作人员开始根据订单打包所有商品都会按照类别整齐有序的摆放在纸箱里', '疫情期间的打包工序工作人员都有口罩+手套防护给你满满的安心', '特殊商品均采用保温袋包装无论是冷冻品还是熟食烧烤保证送到手时还是原来的温度', '确认订单无误后使用食大夫专属封箱带进行封箱', '采购结束后统一装车配送接下来就耐心等待货品送到家啦', '“叮咚！”您的包裹请注意查收', '所有货品都按照类别整齐的摆放在箱子里', '打开保温袋就能感受到一阵凉意冰淇淋们在保温袋的保护下还是那么“美丽冻人”', '即日起为期两周 7/2/20–7/16/20消费满$50并转发此文到PYQ集赞30，即享全单$5 off消费满$50并转发此文到PYQ集赞50，即享全单$10 off', '随时随地查询更多美食信息']"
【布鲁克林|大丰收|Good Harvest】消失3个月吃鱼传奇店回归!帝王蟹|鱼锅|串串香送到家!超贴心还送口罩消毒液,"['宅家这么长时间经常叫的几家外卖有些吃腻了想找找别的店却发现这个也送不到那个又超出配送范围在“美食重灾区”BK想吃点好吃的咋这么难', '叮咚！播报一则重要消息“吃鱼就来大丰收”大名鼎鼎的的网红餐厅大丰收带着外卖强势复工回归！布鲁克林地区的吃货们有福了', '帝王蟹锅、鱼锅、虾锅小龙虾、串串香在家也能吃到啦！小馋猫们赶快奔走相告吧', '现阶段最需要的消毒防护用品口罩/洗手液/手套大丰收免费送给大家不仅满足你的胃更要守护你的健康实在是太暖心了', '大丰收 Good Harvest', '推荐指数：****人均：$25-35订餐电话：(718) 238-8688布鲁克林店址：6324 Fort Hamilton Pkwy, Brooklyn, NY 11219营业时间：2pm-9pm（每周四休息）', '订餐二维码看这里 ↓', '外卖合作平台熊猫外卖、买做外卖', '布鲁克林店位于Fort Hamilton Pkwy，N线地铁坐到Fort Hamilton Pkwy站，步行3分钟便是。', '特殊时期大丰收时刻关心大家的健康消毒防护用品都帮你准备好啦消费满 $100送大号洗手液/手套/口罩为期一个月6/29/20–7/28/20分享此文并集赞8即可特价享用$24.95/小龙虾3lb$24.94/蓝蟹锅', '随时随地查询更多美食信息']"
foodmapnyc.com,"['有这样一位大厨，在疫情期间每天闭门研究新菜，终于在试验无数次之后，首创一气呵成创新炒饭系列，更适合外卖打包宅家屯！打赌你绝对没吃过~下单还有例汤赠送哟！', '全网最夯的夏日冰品，在这里也都能买到。除此之外还有时令水果\\海鲜水产\\火锅专区\\防护用品，就连烟火气十足的烧烤这儿都有！不仅品类超级全，而且配送速度也很快，下单当日就能送到家！现在下单还有超值减免优惠哦~', '法拉盛人气大排档高调回归，超大空中花园等你相约！还记得全纽约独家的纸包牛蛙吗？『好久不见』这次延续创新风格，除了有种类繁多的烤串，还带来一系列超强的排档菜！66瓶啤酒免费请你喝~', '纽约网红高颜值港式点心——稻香点心坊，这次携冷冻装高调回归！所有点心都是地道香港老师傅亲自把关，最全种类手作点心&最正宗口感，把100%的香港味道统统带到你身边。更有稻香雀笼点心免费送！好食！好味！', '“吃鱼就来大丰收”大名鼎鼎的的网红餐厅大丰收带着外卖强势复工回归！布鲁克林地区的吃货们有福了！帝王蟹锅、鱼锅、虾锅、小龙虾、串串香在家也能吃到啦！小馋猫们赶快奔走相告吧！', '纽约不乏各式有特色+逼格的户外餐厅，BUT能在户外吃到地道北京烤鸭+正宗重庆山城烤鱼只此一家！这里还有意境江南style风格的菜肴小炒~法拉盛最高逼格意境中餐江南重磅回归外卖！并且最近开启了户外用餐模式哦！', '之前拿下Lady M独家授权，全城配送的 chowbus最近又开挂了！纽约这些顶尖日韩餐厅全都能在chowbus上点到啦！一键下单直送到家，BK/NJ的胖友们竟也能雨露均沾！ ', '前段时间登上微博热搜并霸屏已久的“牛奶酸菜鱼”来纽约啦！而且这里全纽约独家，错过一定会后悔！！！还有蒜香/秘制小龙虾买一送一哦！$23吃三磅麻小，来这过把瘾！让你一次吃到爽！', '这里有当家咸蛋黄肉粽、上海大肉粽。还有前段时间让老美惊艳，连 Eater 都大肆报道的上海小笼\\小杨生煎终于复工啦！除了可以自取/外卖，现在还有超多冷冻装让你带回家！', '一旦喝过正宗的台湾奶茶，就再也忘不掉那个味道。尤其是古早味的黑糖熬的时间与火候恰到好处，不会太腻也不会过于平淡。啧，光是想想就要流口水了！', '充满市井气息的街头用餐模式在“绝对四川”也可以体验到！最原汁原味的四川味道都在这里啦！还有超霸气的老板请全纽约人吃口水鸡，给大家打气加油！', '非常时期杂粮小吃安排上！火龙果、菠菜、蓝莓、南瓜、小米、玉米等等等等…每天采用时令果蔬汁用料混合杂粮制作的高颜值+超营养煎饼！纽约独一家！', '受到疫情影响，不少餐厅都没能熬过停业危机，而乘风破浪存活下来的餐厅们也要开始思考第二个严峻的问题——如何让客人们吃的放心？这时候无接触点餐模式的出现可是大势所趋。', '在优易生鲜, 完全不会担心这个问题, 因为他们家的配送范围, 超超超超级大！！！不仅覆盖纽约五大区，长岛，NJ, 还有DE，PA，MD，MA，RI，CT, 也统统送得到!', '纽约奶茶界的暖心大白——沐白，携手上新的暖绵绵饭团强势回归！外卖+自取全部复工！从小清新转型”经济适用型”，赶紧来杯冰爽特饮来个大降温吧！', '优质生鲜配送，超多活海鲜品类齐全到爆表！帝王蟹、象拔蚌、珊瑚虾青蟹膏蟹、琵琶虾、鲍鱼、鳌虾小龙虾、各式活贝类、各式龙虾、多宝鱼、老鼠斑、笋壳鱼、游水虾', '除了最最经典的湖南米粉，炸串、盖饭、酸辣粉也都很值得一试哦！还有各种鲜甜可口的卤味和纽约唯一土家酱香饼！选用纯天然中草药制作卤汁，既美味又健康。重点是：全美均可邮寄！足不出户就能品尝到家乡的味道！', '纽约法拉盛美食广场小角落的这家砂锅店每天外卖销量连创新高!主打黄焖鸡米饭+各式鲜卤砂锅，新推出的超值便当配菜套餐量大丰富，味道一级棒!', '这么给力的价格！还能折上折+有福利？！还等什么？', '你想要买到的任何日系商品，这儿都有，琳琅满目、应有尽有！有女生都难以自拔的日系美妆护肤产品，还有日系零食饮料、厨卫用品、母婴用品和家具收纳。', '独特秘方纯天然手工精酿的 Ginger Ale，每一瓶都有真正姜蓉融合，兼顾6种不同果味，Whole Foods和 Trader Joe’s 经常卖断货！还有最新推出超多款茶饮，优质中草药+传统古方精细工艺熬煮而出的古方凉茶、夏枯草、洛神花茶、黑糖姜母茶、雪梨菊花茶、山楂茶特饮', '最近一周，“新冠肺炎”在美国的蔓延愈演愈烈，截止刚刚 8:46 PM 3/4/20，新泽西第一例 Coronavirus case，Presumed Positive', '坚持从韩国本土引进酱料，对鸡肉进行腌制处理，在食材上精心选择，部队锅只选择独家午餐肉，保证了菜品的独一无二和热度满满！', '加入秘制沙丁鱼干(Niboshi)和新潟酱油做底的超正拉面等你宠幸！还有纽约必打卡煎饺焦脆香嫩，此等佳肴在哪里？东村 Sanpoutei！', '麻辣到停不下来的麻辣小面，海鲜肉肉吃到饱、分量超足的冒菜，香浓微麻的特味大肉面，还有最新上的 DIM SUM 家族，叉烧包糯米鸡咸水饺，超多款美味而且高性价比美食！', '清新文艺的画室每个角落都散发出浓厚的艺术气息，无论是零基础兴趣使然，还是专业绘画、设计人士，在这里根据大神老师细心指导。课程设置相当丰富，不论你是哪种style的”灵魂画手”，这里都能找到合适你的课程。', '曼哈顿中城的日料之光，性价比超高日料Izakaya MEW，在日料爱好者的翘首以盼下在法拉盛也有分店了！', '采用古法手工熬制黑糖珍珠，秉承用心诚信天然健康的品牌精神，经典饮品“焰遇”带来焦糖的薄酥，全球首创“美容金箔黑糖珍珠奶茶”，仙气满满“山水画黑糖珍珠仙草鲜奶”', '魔都里的人间至味浓郁乡愁，就在藏满大厨小心思的精致小吃里！蟹粉小笼/杂粮小笼/糯肉烧卖，小巧竹屉蒸出地道沪上美味！', '这家位于皇后区超高颜值甜品店，主打多款日式甜品+定制蛋糕，可以最大程度满足你的少女心！更有纽约唯一豆乳千层！新的一年，来猫咪甜心开启2020年的甜食之旅吧~']"
【纽约|新泽西】6只活龙虾$50?”乘风破浪”的哥哥们来了!纽约专业海鲜宅急送!全网最低价吃帝王蟹象拔蚌,"['小编一直略感大纽约深藏不露高手无数BUT 这次是真的惊到了这次疫情炸出了一群隐匿在纽约“乘风破浪”的哥哥们直接和各地船老大们+渔船拿货深谙世界各地最新鲜一手渔获资源boat-to-table免运费直送到你家还全部都是批发价？！', '主打优质生鲜配送超多活海鲜品类齐全到爆表筑地 \\ New Fulton 都黯然失色帝王蟹、象拔蚌、珊瑚虾青蟹膏蟹、琵琶虾、鲍鱼鳌虾小龙虾、各式活贝类、各式龙虾多宝鱼、老鼠斑、笋壳鱼、游水虾等等等等只有你想不到天天FRESH全部有承诺都是超平价！', '还有独家货源 + 优质农场合作的新鲜蔬菜水果莲雾、烟台红富士、各式金枕头/猫山王榴莲肉特大龙眼、红肉火龙果等等+海味干货、冻鲜海产蔬菜肉类、杂货口罩等等等等全部都有超优品质创始人是一群超有品的老饕们过的了自己那关才会进货卖还有特价海鲜套餐$70 = 4只活龙虾 + 2只母青蟹！or$71 = 1只温哥华大蟹(2-2.5lb) + 3磅花蚬 + 1条活笋壳', '布鲁克林 / 曼哈顿部分地区满 $70 即可免费配送其他地区需配送费或 UPS 一天可达每天配送还有周杰伦代言的手抓饼超赞！$5 / 包 10 片配上天天 FRESH 的金枕头榴莲肉5 分钟出好菜不要太赞你和米其林大厨的距离就差一个天天 FRESH', '6.18 促销还有农场直供特大龙眼 $10/3 磅6 只温哥华大龙虾只要 $50文末扫码下单', '天天FRESH海鲜宅急送', '推荐程度：*****宅急送电话：718-326-3336免费配送地区包括：大部份布魯克林地區皇后區Cross Island Parkway 以西及曼克頓100街以南其他地区有偿配送或UPS配送速度：10PM之前下单，第二天可达配送时间：每天1pm–6pm配送员会在到达前15min电联', '购买方式：电话或网站 WWW.TTFRESHNYC.COM扫码直接跳转下单或点击文末阅读更多', '有问题加客服咨询', '天天 FRESH 承诺所有海鲜优质配送到家100% 保证全活新鲜只有少部分如游水虾何少部分活鱼因配送设备限制可能会有部分损耗', '养殖设备也超先进为保证活海鲜的质量和鲜活度储藏养殖空间超级大且干净所有的海水都 24 小时不间断的经过过滤再到活体养殖的池子里保证饲养海鲜的水质都是最干净的！严选最优食材所有产品都是经过创始人团队亲测再推荐优质配送服务保证 100% 鲜活到家', '真的没有想到主打海鲜宅急送的天天FRESH还有超多农场直供的珍稀水果台湾打飞的来的莲雾！泰国直送特大龙眼还有超有品质的特级红肉火龙果烟台红富士还有各种level的榴莲肉而且品质超优品种还会随季节变化增加！', '全体工作人员都是全防护加身不论是采购进货还是配送到家全部100%防护全程0接触辛苦守护你的饮食安全所有生鲜都是冰袋加身再热的天气也能保证鲜活度哦', '配送范围满$70免运费地区大部份布鲁克林地区皇后区Cross Island Parkway 以西曼克頓100街以南配送费$10史丹頓島Cross Island Parkway 以東I-495 52 出口以西之間其他地区UPS Next Day $9/25lb适用于 NYC 150 mile 之内配送频率每天接单,10pm之前下单第二天配送配送时间每天1PM–6PM', '备注：所有食品每日个别价格不一样', '【海鲜类】挪威红帝王蟹 $26/lb挪威红帝王蟹 $16/lb （二等）温哥华大蟹 2.5-3lb $38/只水晶蟹 1.5-2lb $13/只青蟹(公）1.3-1.5lb $30/只加拿大龙虾 $42/4只（每只1.5-1.7lb)加勒比海龙虾 $18/lb活小龙虾 $35/10lb游水虾 2lb $32珊瑚虾 $26/lb活响锣 $20/4只象拔蚌 $21/lb加拿大刀蚬/各类生蚝 S/P【水果类】山东烟台红富士 $22/12粒一箱特级红肉火龙果 $30/5lb 泰国金枕头榴莲肉 $16/包马拉西亚顶级猫山王 $150/12kg特级龙眼 $10/3lb莲雾 $100/15lb新鲜大芒果 $22/14个', '【特色小食类】手工燕丸 $12/磅福州扁食 $10/盒福州鱼丸 $40/5磅粮全其美手抓饼 $5/袋（10个）', '加客服微信或电话下单', '电话：718-326-3336结账：zelle账号如下[email\xa0protected]', '4只鲜活加拿大龙虾全网最低价！再搭配两只母青蟹（有黄）只要$70！', '周末想露一手来个超级无敌版的海鲜大餐象拔蚌、珊瑚虾、大龙虾全部给你备齐了备注：食材会根据时令季节搭配价格有所不同原来你和米其林大厨的距离就只差了一个天天FRESH啊', '堪称水族博物馆各种类型的螃蟹+虾虾温哥华蟹、水晶蟹、石头蟹、膏蟹、青蟹小龙虾、鳌虾、珊瑚虾还有市面上很少见的琵琶虾都是根据季节供应（记得询问）', '根据时令季节供应的各式活鱼超市里看不到的名贵品种老鼠斑、多宝鱼这里都有！活鱼配送到家如果需要事先处理杀好可以告诉$5/条即可', '随时随地查询更多美食信息']"
"【法拉盛 | 幸福堂】日销6000+杯!台湾第一古法黑糖珍奶来啦!还有全球首创钻石金箔杯,图粉8折","['纽约\xa0×\xa0幸福堂\xa0\xa0\xa0台湾第一古法手炒黑糖珍珠鲜奶', '台湾超人气黑糖珍珠鲜奶第一品牌坚持天然古早好滋味开业便掀起一波健康黑糖旋风创下日销6000+杯饮料的惊人记录被陈汉典、肖志玮、wackboy等位明星点赞还有全球首创钻石杯和金箔黑糖珍珠鲜奶幸福堂将于2月2日正式登陆纽约法拉盛啦！地图君悄悄透露一下还有红包和手提杯袋免费赠送哦~', '采用古法手工熬制黑糖珍珠秉承用心诚信天然健康的品牌精神经典饮品“焰遇”带来焦糖的薄酥全球首创“美容金箔黑糖珍珠奶茶”仙气满满“山水画黑糖珍珠仙草鲜奶”', '还有五彩缤纷的果茶、纯茶每一杯都好喝健康注定重新掀起纽约黑糖鲜奶热潮！', '非常时期可是还想喝奶茶解压？不用怕！幸福堂的天然健康和全透明的制作流程让你见证每一杯饮品的诞生！', '店内还有台味十足的爱情签筒和幸福签文2月2日来幸福堂放心喝奶茶吧~', '幸福堂 Xing Fu Tang', '推荐程度：*****人均：$ 4-10地址：40-52 Main St, Flushing, NY 11354营业时间：Mon-Sun 10am-10pm2.2 当天 12PM-10PM电话：（646）206-2848FB: xingfutangnycINS: xingfutangusa official2.2 Grand Opening!', '随时随地查询更多美食信息']"
【Fresh Meadows|猫咪甜心 Sweetcats Café】史上最萌”新春蛋糕”组队来袭!还有独家豆乳千层,"['2020 年，我们小仙女依然 18 岁永远对梦幻抱有向往地图君挖到宝！发现一家位于皇后区超高颜值甜品店主打多款日式甜品+定制蛋糕可以最大程度满足你的少女心！更有纽约唯一豆乳千层！新的一年来猫咪甜心开启 2020 年的甜食之旅吧~', '日式浪漫和法式高雅并存专业制作千层蛋糕的猫咪甜心为小仙女们特意制作了 2020 年限定款新年蛋糕分大小两款寓意吉祥的“新年福袋”Q 版可爱寓意财源广进的“招财猫”红金点缀寓意新年新气象的“迎春”酷炫霸气寓意一往无前的“黑金豪车”精致大气寓意改变世界的“环球影城”还有 11 种口味供你 DIY 专属千层!', '2020 年，带着你的少女心来粉红世界“猫咪甜心”领取你的新年专属“甜品祝福”吧新的一年，小仙女别忘了吃甜品哦！还有火爆抖音的钱多多蛋糕哦！', '猫咪甜心 Sweetcats Café', '推荐指数：****人均：$10-$70地址：168-17 Union Tpke, fresh meadows 11366电话：929-218-3130营业时间：10:30am-21:30pm', '随时随地查询更多美食信息']"
